ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
GO:0016051,carbohydrate biosynthetic process,21/515,182/13235,0.11538461538461539,2.965272591486184,5.371665321162026,8.21567027080499e-6,0.001282301815867243,0.001188937209295021,Gpi1/Aldob/Ppp1r3b/Gck/Lepr/Fbp1/Got1/Sds/Dgat2/Mgat2/Slc37a4/Ugp2/Gnmt/P2ry1/Serpina12/Pgd/Pgp/Gys2/G6pdx/Nnmt/Mup3,21
GO:0006694,steroid biosynthetic process,18/515,142/13235,0.1267605633802817,3.257623410365103,5.442290401791531,9.883681528088527e-6,0.0014474875193696655,0.001342095714498244,Cyb5r3/Srebf1/Lbr/Atp1a1/Insig1/Cyp39a1/Inhba/Ces1c/Srd5a1/Hsd11b1/3110082I17Rik/Cyp2r1/Hmgcr/Cyp17a1/Hsd3b2/Stard4/Pmvk/G6pdx,18
GO:0006637,acyl-CoA metabolic process,14/515,91/13235,0.15384615384615385,3.953696788648245,5.688902043731623,1.0386891476768485e-5,0.0014474875193696655,0.001342095714498244,Acly/Acacb/Pdk1/Gpam/Acaca/Elovl6/Fasn/Acss2/Dgat2/Gpat4/Pdhb/Acsl4/Acot11/Pmvk,14
GO:0035383,thioester metabolic process,14/515,91/13235,0.15384615384615385,3.953696788648245,5.688902043731623,1.0386891476768485e-5,0.0014474875193696655,0.001342095714498244,Acly/Acacb/Pdk1/Gpam/Acaca/Elovl6/Fasn/Acss2/Dgat2/Gpat4/Pdhb/Acsl4/Acot11/Pmvk,14
GO:0120254,olefinic compound metabolic process,18/515,143/13235,0.1258741258741259,3.234842827075837,5.40651770752484,1.0907088310134185e-5,0.0014538048904159501,0.0013479531167173706,Cyp2c29/Cyp2c67/Rdh11/Dgat2/Cyp2c70/Gstm7/Inhba/Cyp2c40/Cyp4f14/Srd5a1/Ces2a/Gstp3/Cyp17a1/Gstp1/Cyp2u1/Cyp2j9/Cyp2c68/Cyp46a1,18
GO:1901615,organic hydroxy compound metabolic process,37/515,445/13235,0.08314606741573034,2.1367732082469733,4.908221875813623,1.117738255060956e-5,0.0014538048904159501,0.0013479531167173706,Acp3/Tkfc/Cyb5r3/Srebf1/Chrnb2/Lepr/Got1/Moxd1/Lbr/Atp8b1/Rdh11/Dct/Insig1/Qdpr/Ttc39b/Dgat2/Sult2a7/Cyp39a1/Inhba/Ces1c/Slc37a4/Cyp4f14/P2ry1/Serpina12/3110082I17Rik/Ces2a/Cyp2r1/Hmgcr/Lrp2/Pgp/Sult1d1/Stard4/Pmvk/G6pdx/Pcsk9/Apoc3/Cyp46a1,37
GO:0006094,gluconeogenesis,14/515,92/13235,0.15217391304347827,3.9107218235542427,5.637064262789184,1.182204522116569e-5,0.0014607943108641607,0.0013544336363106963,Gpi1/Aldob/Gck/Lepr/Fbp1/Got1/Sds/Dgat2/Slc37a4/Gnmt/Serpina12/Pgp/Nnmt/Mup3,14
GO:0072524,pyridine-containing compound metabolic process,20/515,172/13235,0.11627906976744186,2.988259200722511,5.28106344368496,1.1979861083458006e-5,0.0014607943108641607,0.0013544336363106963,Gpi1/Pklr/Tkfc/Acacb/Aldob/Me1/Acmsd/Rpia/Khk/Gck/Fbp1/Foxk2/Haao/Pfkfb3/Hsd11b1/Pgd/Pfkm/G6pdx/Nnmt/Ddit4,20
GO:0170039,proteinogenic amino acid metabolic process,18/515,147/13235,0.12244897959183673,3.1468198930057456,5.266514195736405,1.6017955074132905e-5,0.0018940018393717151,0.0017560992532629916,Gls2/Ass1/Cps1/Got1/Sds/Ppat/Hgd/Dct/Qdpr/Pah/Haao/Gmps/Cbs/Sdsl/Gnmt/Asl/Cad/Gcat,18
GO:0033559,unsaturated fatty acid metabolic process,16/515,121/13235,0.1322314049586777,3.398218727433202,5.332360584039938,1.7935392473859395e-5,0.0020098116082085567,0.0018634768937421588,Fabp5/Cyp2c29/Gstm6/Cyp2c67/Elovl6/Cyp2c70/Gstm7/Mif/Cyp2c40/Cyp4f14/Ces2a/Gstp3/Gstp1/Cyp2u1/Cyp2j9/Cyp2c68,16
GO:0062014,negative regulation of small molecule metabolic process,15/515,108/13235,0.1388888888888889,3.569309600862999,5.394500018033791,1.8027525957790743e-5,0.0020098116082085567,0.0018634768937421588,Acacb/Aldob/Acmsd/Gck/Lepr/Fbp1/Insig1/Dgat2/Serpina12/3110082I17Rik/Pgp/Mup3/Rd3/Apoc3/Ddit4,15
GO:0072330,monocarboxylic acid biosynthetic process,21/515,192/13235,0.109375,2.8108313106796117,5.0856385025379724,1.8778288280986036e-5,0.0020353578020113196,0.0018871630649634214,Pklr/Acly/Fabp5/Acacb/Srebf1/Mid1ip1/Gstm6/Acaca/Elovl6/Fasn/Acss2/Sds/Insig1/Gstm7/Cyp39a1/Mif/Ces1c/Gstp3/Gstp1/Stard4/Apoc3,21
GO:0019319,hexose biosynthetic process,14/515,96/13235,0.14583333333333334,3.747775080906149,5.4367738072529885,1.9469880467588394e-5,0.0020532830698521596,0.0019037831910981879,Gpi1/Aldob/Gck/Lepr/Fbp1/Got1/Sds/Dgat2/Slc37a4/Gnmt/Serpina12/Pgp/Nnmt/Mup3,14
GO:0042593,glucose homeostasis,24/515,244/13235,0.09836065573770492,2.527773356676747,4.8466111573496775,2.8918682436530493e-5,0.0029694920754563684,0.002753282867987682,Gpi1/Fabp5/Pygl/Aacs/Gck/Lepr/Ero1b/Foxk2/Slc2a4/Cpb2/Slc37a4/Rps6/Pik3r1/Hmgcr/Ppard/Ncor2/Pfkm/Foxa3/Nox4/Wfs1/Sucnr1/Mup3/Apoc3/Tiam1,24
GO:0033500,carbohydrate homeostasis,24/515,245/13235,0.09795918367346938,2.5174559144045965,4.823920849674372,3.091850560964573e-5,0.0030934361253548114,0.0028682025311836,Gpi1/Fabp5/Pygl/Aacs/Gck/Lepr/Ero1b/Foxk2/Slc2a4/Cpb2/Slc37a4/Rps6/Pik3r1/Hmgcr/Ppard/Ncor2/Pfkm/Foxa3/Nox4/Wfs1/Sucnr1/Mup3/Apoc3/Tiam1,24
GO:0035384,thioester biosynthetic process,8/515,34/13235,0.23529411764705882,6.046830382638492,5.928712298374606,3.693308261624129e-5,0.0035149484967944757,0.003259024517381805,Acly/Acacb/Pdk1/Acaca/Elovl6/Acss2/Pdhb/Acsl4,8
GO:0071616,acyl-CoA biosynthetic process,8/515,34/13235,0.23529411764705882,6.046830382638492,5.928712298374606,3.693308261624129e-5,0.0035149484967944757,0.003259024517381805,Acly/Acacb/Pdk1/Acaca/Elovl6/Acss2/Pdhb/Acsl4,8
GO:0009185,ribonucleoside diphosphate metabolic process,15/515,118/13235,0.1271186440677966,3.2668257363830837,4.976769229262712,5.2104660080623076e-5,0.004840771038918838,0.004488313701681743,Gpi1/Pklr/Tkfc/Aldob/Khk/Gck/Fbp1/Ak4/Rrm2/Umps/Foxk2/Pfkfb3/Pfkm/Cad/Ddit4,15
GO:0019362,pyridine nucleotide metabolic process,18/515,163/13235,0.11042944785276074,2.8379295967597833,4.750696410128268,6.463180547046795e-5,0.005731666021494681,0.005314342473732018,Gpi1/Pklr/Tkfc/Acacb/Aldob/Me1/Rpia/Khk/Gck/Fbp1/Foxk2/Haao/Pfkfb3/Hsd11b1/Pgd/Pfkm/G6pdx/Ddit4,18
GO:0046496,nicotinamide nucleotide metabolic process,18/515,163/13235,0.11042944785276074,2.8379295967597833,4.750696410128268,6.463180547046795e-5,0.005731666021494681,0.005314342473732018,Gpi1/Pklr/Tkfc/Acacb/Aldob/Me1/Rpia/Khk/Gck/Fbp1/Foxk2/Haao/Pfkfb3/Hsd11b1/Pgd/Pfkm/G6pdx/Ddit4,18
GO:0006641,triglyceride metabolic process,14/515,107/13235,0.1308411214953271,3.362489792214862,4.937057320684471,6.68943128228129e-5,0.005800480191880354,0.005378146273029426,Srebf1/Cps1/Gpam/Thrsp/Insig1/Dgat2/Gpat4/Lpin1/Acsl4/Slc37a4/Serpina12/Pcsk9/Pnpla5/Apoc3,14
GO:0001676,long-chain fatty acid metabolic process,14/515,108/13235,0.12962962962962962,3.3313556274721323,4.894893931901905,7.417234490909288e-5,0.006250384269936582,0.005795292761005701,Cyp2c29/Gstm6/Cyp2c67/Elovl6/Cyp2c70/Gstm7/Acsl4/Cyp2c40/Cyp4f14/Gstp3/Gstp1/Cyp2u1/Cyp2j9/Cyp2c68,14
GO:0009063,amino acid catabolic process,13/515,95/13235,0.1368421052631579,3.5167092488502814,4.9533930354912545,7.576316659583037e-5,0.006250384269936582,0.005795292761005701,Acmsd/Gls2/Slc25a44/Got1/Sds/Ppat/Hgd/Qdpr/Pah/Haao/Cbs/Sdsl/Gcat,13
GO:0006090,pyruvate metabolic process,15/515,122/13235,0.12295081967213115,3.1597166958459333,4.822045393442019,7.6888376462572e-5,0.006250384269936582,0.005795292761005701,Gpi1/Pklr/Tkfc/Aldob/Me1/Pdk1/Khk/Gck/Fbp1/Sds/Foxk2/Pdhb/Pfkfb3/Pfkm/Ddit4,15
GO:0006098,pentose-phosphate shunt,6/515,20/13235,0.3,7.709708737864077,6.042138921266077,8.197385841469593e-5,0.0064191095336616375,0.005951733110468329,Acacb/Aldob/Rpia/Hsd11b1/Pgd/G6pdx,6
GO:0170040,proteinogenic amino acid catabolic process,10/515,59/13235,0.1694915254237288,4.355767648510778,5.19794547603457,8.225409448566936e-5,0.0064191095336616375,0.005951733110468329,Gls2/Got1/Sds/Ppat/Hgd/Qdpr/Pah/Cbs/Sdsl/Gcat,10
GO:0009132,nucleoside diphosphate metabolic process,15/515,123/13235,0.12195121951219512,3.1340279422211696,4.784359562757994,8.449948538380865e-5,0.006465039058188654,0.005994318498744072,Gpi1/Pklr/Tkfc/Aldob/Khk/Gck/Fbp1/Ak4/Rrm2/Umps/Foxk2/Pfkfb3/Pfkm/Cad/Ddit4,15
GO:0006633,fatty acid biosynthetic process,16/515,138/13235,0.11594202898550725,2.9795975798508514,4.703662664918209,9.134321099822126e-5,0.006854254025289603,0.006355194659936974,Acly/Fabp5/Acacb/Srebf1/Mid1ip1/Gstm6/Acaca/Elovl6/Fasn/Acss2/Insig1/Gstm7/Mif/Gstp3/Gstp1/Apoc3,16
GO:0010906,regulation of glucose metabolic process,14/515,111/13235,0.12612612612612611,3.241318988891804,4.7713104263931845,1.0030105593643772e-4,0.007384428684226037,0.0068467672145687474,Tff3/Acacb/Pdk1/Ppp1r3b/Gck/Lepr/Fbp1/Dgat2/Foxk2/Gnmt/Serpina12/Pgp/Nnmt/Mup3,14
GO:1901606,alpha-amino acid catabolic process,12/515,85/13235,0.1411764705882353,3.6280982295830952,4.890956543928903,1.0476546427728475e-4,0.007547881792406346,0.006998319275000839,Acmsd/Gls2/Got1/Sds/Ppat/Hgd/Qdpr/Pah/Haao/Cbs/Sdsl/Gcat,12
GO:0097305,response to alcohol,22/515,232/13235,0.09482758620689655,2.4369768998995647,4.443013387959893,1.0638992787861327e-4,0.007547881792406346,0.006998319275000839,Aacs/Srebf1/Chrnb2/Fbp1/Acaca/Itpr2/Slc2a4/F7/Glb1/Inhba/Ces1c/Gpr155/Tbxa2r/Serpina1c/Rps6/Serpina1d/Klf2/Klf4/Gstp1/Pmvk/Cad/G6pdx,22
GO:0006109,regulation of carbohydrate metabolic process,19/515,185/13235,0.10270270270270271,2.6393597480976125,4.518148488310258,1.0936817922490753e-4,0.007620618488135521,0.007065759999924947,Tff3/Acacb/Aldob/Pdk1/Ppp1r3b/Khk/Gck/Lepr/Fbp1/Dgat2/Foxk2/Gnmt/P2ry1/Hsd11b1/Serpina12/Pgp/Nnmt/Mup3/Ddit4,19
GO:0006163,purine nucleotide metabolic process,31/515,388/13235,0.07989690721649484,2.0532729456510856,4.237030144376859,1.2079662624186013e-4,0.008202245490960366,0.007605038644805842,Gpi1/Pklr/Tkfc/Acacb/Aldob/Me1/Uox/Rpia/Khk/Atp1b1/Gck/Fbp1/Ak4/Ppat/Pde8a/Foxk2/Urad/Haao/Sult2a7/Gmps/Bend3/Pfkfb3/Hsd11b1/ND4L/Pgd/Slc4a7/Pfkm/G6pdx/Nme6/Rd3/Ddit4,31
GO:0046165,alcohol biosynthetic process,15/515,127/13235,0.11811023622047244,3.035318400733889,4.637368707230522,1.2191958956322429e-4,0.008202245490960366,0.007605038644805842,Cyb5r3/Srebf1/Got1/Moxd1/Lbr/Insig1/Qdpr/Ces1c/P2ry1/3110082I17Rik/Cyp2r1/Hmgcr/Pgp/Pmvk/G6pdx,15
GO:0006084,acetyl-CoA metabolic process,8/515,40/13235,0.2,5.139805825242719,5.2760741891327845,1.273767731747816e-4,0.008424138456406743,0.007810775546863951,Acly/Acacb/Pdk1/Acaca/Fasn/Acss2/Pdhb/Pmvk,8
GO:0043434,response to peptide hormone,32/515,411/13235,0.07785888077858881,2.0008976448633455,4.147672408575872,1.5192542667252996e-4,0.009782877021156901,0.009070584132756824,Pklr/Aldob/Srebf1/Khk/Gck/Ass1/Cps1/Gpam/Fbp1/Got1/Insig1/Slc30a10/Slc2a4/Lpin1/F7/Inhba/Serpina3c/Esrra/Serpina1c/Serpina12/Rps6/Ahsg/Pik3r1/Serpina1d/Gstp1/Cela2a/Glp2r/Cad/Pcsk9/Eef2k/Mup3/Apoc3,32
GO:0019320,hexose catabolic process,8/515,41/13235,0.1951219512195122,5.014444707553872,5.180060035119134,1.529358017146517e-4,0.009782877021156901,0.009070584132756824,Gpi1/Tkfc/Aldob/Khk/Gck/Foxk2/Glb1/Pfkm,8
GO:1901617,organic hydroxy compound biosynthetic process,19/515,190/13235,0.1,2.5699029126213593,4.385642006586145,1.556642549000341e-4,0.009796805203547308,0.009083498201891634,Cyb5r3/Srebf1/Got1/Moxd1/Lbr/Dct/Insig1/Qdpr/Cyp39a1/Inhba/Ces1c/P2ry1/3110082I17Rik/Cyp2r1/Hmgcr/Pgp/Stard4/Pmvk/G6pdx,19
GO:0006639,acylglycerol metabolic process,15/515,130/13235,0.11538461538461539,2.965272591486184,4.530869825956829,1.5875154552505354e-4,0.00983251635934538,0.009116609222549858,Srebf1/Cps1/Gpam/Thrsp/Insig1/Dgat2/Gpat4/Lpin1/Acsl4/Slc37a4/Serpina12/Pcsk9/Pnpla5/Ang/Apoc3,15
GO:0006690,icosanoid metabolic process,14/515,116/13235,0.1206896551724138,3.101606963508537,4.5744169935305115,1.6171541173764554e-4,0.009859586509379577,0.009141708390498155,Fabp5/Cyp2c29/Gstm6/Cyp2c67/Cyp2c70/Mif/Cyp2c40/Cyp4f14/Ces2a/Gstp3/Gstp1/Cyp2u1/Cyp2j9/Cyp2c68,14
GO:0016052,carbohydrate catabolic process,17/515,160/13235,0.10625,2.730521844660194,4.431205104394602,1.648945192282561e-4,0.009898744831210083,0.009178015588461801,Gpi1/Pklr/Gm2a/Tkfc/Pygl/Aldob/Ppp1r3b/Khk/Gck/Fbp1/Foxk2/Glb1/Pfkfb3/Hsd11b1/Pgd/Pfkm/Ddit4,17
GO:0006638,neutral lipid metabolic process,15/515,131/13235,0.11450381679389313,2.9426369228488847,4.496048304663826,1.7300716606827437e-4,0.010228393363612222,0.009483662356884515,Srebf1/Cps1/Gpam/Thrsp/Insig1/Dgat2/Gpat4/Lpin1/Acsl4/Slc37a4/Serpina12/Pcsk9/Pnpla5/Ang/Apoc3,15
GO:0010043,response to zinc ion,7/515,32/13235,0.21875,5.621662621359223,5.266748019249288,1.8698002691992473e-4,0.01088949350808278,0.01009662769086852,Aldob/Slc30a1/Khk/Ass1/Cps1/Slc30a10/Haao,7
GO:0170035,L-amino acid catabolic process,10/515,65/13235,0.15384615384615385,3.953696788648245,4.803251484833115,1.9017495832150346e-4,0.010912686578978037,0.010118132070449032,Gls2/Got1/Sds/Ppat/Hgd/Qdpr/Pah/Cbs/Sdsl/Gcat,10
GO:0006740,NADPH regeneration,6/515,23/13235,0.2608695652173913,6.704094554664415,5.508989892474925,1.9326104644267768e-4,0.010929052220569975,0.010133306126979151,Acacb/Aldob/Rpia/Hsd11b1/Pgd/G6pdx,6
GO:0006520,amino acid metabolic process,23/515,259/13235,0.0888030888030888,2.282153165648311,4.19300129564153,1.9977969304552242e-4,0.011136290889480406,0.010325455714247526,Acmsd/Gls2/Ass1/Cps1/Slc25a44/Got1/Pcmt1/Sds/Ppat/Hgd/Dct/Ero1b/Qdpr/Pah/Haao/Gmps/Cbs/Sdsl/Gnmt/Asl/Nox4/Cad/Gcat,23
GO:0046460,neutral lipid biosynthetic process,9/515,54/13235,0.16666666666666666,4.283171521035598,4.864317295396632,2.1248125251364396e-4,0.011515303434836649,0.010676872293704598,Srebf1/Gpam/Thrsp/Dgat2/Gpat4/Lpin1/Acsl4/Ang/Apoc3,9
GO:0046463,acylglycerol biosynthetic process,9/515,54/13235,0.16666666666666666,4.283171521035598,4.864317295396632,2.1248125251364396e-4,0.011515303434836649,0.010676872293704598,Srebf1/Gpam/Thrsp/Dgat2/Gpat4/Lpin1/Acsl4/Ang/Apoc3,9
GO:0006112,energy reserve metabolic process,12/515,92/13235,0.13043478260869565,3.3520472773322076,4.555104353891862,2.2579632600719642e-4,0.01206927759013809,0.01119051149944822,Adgrf1/Pygl/Ppp1r3b/Khk/Gck/Lepr/Slc37a4/Ugp2/Gnmt/Pfkm/Gys2/Mup3,12
GO:0031100,animal organ regeneration,10/515,67/13235,0.14925373134328357,3.835675988987103,4.682089619875377,2.4575667876082215e-4,0.012798659740431956,0.01186678721515677,Ihh/Cpb2/F7/Lifr/Ptpn3/Itpr1/Gstp1/Cad/Vtn/Nnmt,10
GO:0019693,ribose phosphate metabolic process,27/515,332/13235,0.08132530120481928,2.089981284360744,4.047141213592083,2.469274399789408e-4,0.012798659740431956,0.01186678721515677,Gpi1/Pklr/Tkfc/Pygl/Aldob/Uox/Khk/Atp1b1/Gck/Fbp1/Ak4/Ppat/Pde8a/Umps/Foxk2/Urad/Sult2a7/Gmps/Bend3/Uck2/Pfkfb3/ND4L/Pfkm/Cad/G6pdx/Nme6/Ddit4,27
GO:0006541,glutamine metabolic process,6/515,24/13235,0.25,6.424757281553398,5.352093723855553,2.4928194266346195e-4,0.012798659740431956,0.01186678721515677,Gls2/Cps1/Ppat/Gmps/Asl/Cad,6
GO:0046365,monosaccharide catabolic process,8/515,44/13235,0.18181818181818182,4.672550750220654,4.90976728798302,2.560472590450035e-4,0.012975277984332515,0.012030545855607342,Gpi1/Tkfc/Aldob/Khk/Gck/Foxk2/Glb1/Pfkm,8
GO:1901293,nucleoside phosphate biosynthetic process,24/515,281/13235,0.08540925266903915,2.194934871989773,4.073812843243676,2.6305668507982686e-4,0.013159579297198519,0.0122014281595056,Gpi1/Acly/Acacb/Pdk1/Ak4/Acaca/Elovl6/Acss2/Ppat/Rrm2/Umps/Haao/Pdhb/Gmps/Acsl4/Ugp2/Fuom/Uck2/ND4L/Slc4a7/Cad/G6pdx/Nme6/Rd3,24
GO:0044272,sulfur compound biosynthetic process,15/515,137/13235,0.10948905109489052,2.8137623130890796,4.293819542769922,2.8411898346862656e-4,0.014033319917652921,0.013011551581368014,Acly/Acacb/Pdk1/Gstm6/Acaca/Elovl6/Acss2/Hs6st1/Ggt6/Pdhb/Cbs/Acsl4/Chsy3/Gstp3/Gstp1,15
GO:0003013,circulatory system process,30/515,390/13235,0.07692307692307693,1.9768483943241224,3.9400164967231155,2.988927910914396e-4,0.014498096892858305,0.013442488068400548,Enpep/Fabp5/Ctnnbip1/Srebf1/Atp1b1/Klk1b4/Cps1/Vegfb/Tnnc1/Atp1a1/Kng1/Wnk4/Cbs/Kdr/Fgb/Tbxa2r/P2ry1/Pik3r1/Hmgcr/Ppard/Klf2/Map2k6/Slc2a5/Slc5a1/Dsg2/Hopx/Nox4/Arhgap35/G6pdx/Sucnr1,30
GO:0019432,triglyceride biosynthetic process,8/515,45/13235,0.17777777777777778,4.568716289104639,4.825046535668428,3.009599816303236e-4,0.014498096892858305,0.013442488068400548,Srebf1/Gpam/Thrsp/Dgat2/Gpat4/Lpin1/Acsl4/Apoc3,8
GO:0006695,cholesterol biosynthetic process,9/515,57/13235,0.15789473684210525,4.057741440981093,4.654993291593155,3.241364970071039e-4,0.015238320618333969,0.014128815982414918,Cyb5r3/Srebf1/Lbr/Insig1/Ces1c/3110082I17Rik/Hmgcr/Pmvk/G6pdx,9
GO:1902653,secondary alcohol biosynthetic process,9/515,57/13235,0.15789473684210525,4.057741440981093,4.654993291593155,3.241364970071039e-4,0.015238320618333969,0.014128815982414918,Cyb5r3/Srebf1/Lbr/Insig1/Ces1c/3110082I17Rik/Hmgcr/Pmvk/G6pdx,9
GO:0009154,purine ribonucleotide catabolic process,14/515,125/13235,0.112,2.8782912621359222,4.245435262585986,3.5560990375029856e-4,0.016518926719448393,0.015316180942227772,Gpi1/Pklr/Tkfc/Aldob/Uox/Khk/Gck/Fbp1/Pde8a/Foxk2/Urad/Pfkfb3/Pfkm/Ddit4,14
