ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalue,rank,leading_edge,core_enrichment
GO:0140241,translation at synapse,48,-0.7820230750326811,-3.0144338226287473,1e-10,3.879333333333334e-8,3.367017543859649e-8,2555,"tags=94%, list=18%, signal=77%",20042/19934/20088/267019/19981/19942/27370/19951/19944/68436/19896/66480/19982/269261/27207/19941/268449/57808/20005/67281/26451/68193/57294/319195/27176/20044/67097/22186/65019/78294/19989/66489/270106/100503670/67115/26961/54217/20055/20103/19988/67891/19943/22121/110954/13629
GO:0140242,translation at postsynapse,48,-0.7820230750326811,-3.0144338226287473,1e-10,3.879333333333334e-8,3.367017543859649e-8,2555,"tags=94%, list=18%, signal=77%",20042/19934/20088/267019/19981/19942/27370/19951/19944/68436/19896/66480/19982/269261/27207/19941/268449/57808/20005/67281/26451/68193/57294/319195/27176/20044/67097/22186/65019/78294/19989/66489/270106/100503670/67115/26961/54217/20055/20103/19988/67891/19943/22121/110954/13629
GO:0140236,translation at presynapse,47,-0.7803921850193332,-2.9832370840611215,1e-10,3.879333333333334e-8,3.367017543859649e-8,2555,"tags=94%, list=18%, signal=77%",20042/19934/20088/267019/19981/19942/27370/19951/19944/68436/19896/66480/19982/269261/27207/19941/268449/57808/20005/67281/26451/68193/57294/319195/27176/20044/67097/22186/65019/78294/19989/66489/270106/100503670/67115/26961/54217/20055/20103/19988/67891/19943/22121/110954
GO:0002181,cytoplasmic translation,159,-0.5736275073225741,-2.787852795679137,1e-10,3.879333333333334e-8,3.367017543859649e-8,3013,"tags=69%, list=22%, signal=55%",55944/54127/234734/67186/114641/67945/29813/14904/16341/69674/98221/108067/20042/56040/19934/68184/16898/19921/20088/66244/223691/267019/20068/66481/56347/19981/26905/19942/27370/20090/54709/20226/76846/68052/67427/19946/27979/19951/105244208/13681/19944/68436/20084/19896/66480/12785/19982/67248/68135/224045/67025/53356/11991/269261/27207/19941/229663/268449/57808/20005/67281/27367/26451/20116/66475/20054/68193/67204/75617/319195/13211/20492/27176/16785/20044/19933/11837/67097/22186/20091/65019/19899/76808/78294/19989/66489/20102/270106/18458/100503670/67115/66085/11652/26961/56403/20115/209354/54217/27050/20055/20103/217869/19988/67891/19943/22608/225363/22121/20104/13629
GO:0042274,ribosomal small subunit biogenesis,106,-0.5695688150573132,-2.602838947356754,1e-10,3.879333333333334e-8,3.367017543859649e-8,3042,"tags=58%, list=22%, signal=46%",27966/65961/30946/67674/54127/67842/78651/68979/67973/223499/14113/20826/353258/100043813/20042/217431/55989/20088/57315/267019/20068/66481/70683/76846/20935/68052/99480/66538/105244208/14791/21771/18148/27207/20116/66475/217995/20054/57294/53414/75617/16785/20044/14109/52705/67134/20091/74778/78294/20102/208366/73674/75416/217109/20115/225348/20055/20103/104662/72515/20104/108707/433864
GO:0006635,fatty acid beta-oxidation,76,0.6448074708069366,2.5046433730095434,1e-10,3.879333333333334e-8,3.367017543859649e-8,629,"tags=39%, list=5%, signal=38%",235674/12908/74114/15488/66841/338350/11430/110446/67460/11364/13177/231086/51798/71985/74147/26874/15107/113868/11363/93732/66887/23986/97212/26458/12895/229211/11409/12896/12894/102632
GO:0042254,ribosome biogenesis,307,-0.47138037734365446,-2.4684790621571224,1e-10,3.879333333333334e-8,3.367017543859649e-8,3561,"tags=49%, list=26%, signal=37%",67755/229504/216987/100019/66596/218629/27966/67832/65961/227674/30946/12578/70285/66580/67671/66583/109075/66138/67674/66164/66942/236732/54127/67842/78651/192170/68083/68979/67973/227715/223499/67459/69902/101867/14113/20826/66711/353258/100043813/20042/69072/18572/217431/55989/18813/20088/57315/228889/229317/103136/267019/20068/66481/97112/224092/12181/19942/18114/70683/234374/72831/76846/20935/68052/19069/245474/99480/72344/66538/67936/235036/105244208/17089/192119/101612/110109/68731/107071/67920/14791/21771/66229/67025/67223/18432/77591/18148/27207/19941/100608/68845/71990/57808/117109/56095/20116/66475/320790/217995/20054/68193/57294/53414/75617/74035/18519/27176/16785/20044/14109/52705/225215/67134/11837/59050/100609/20091/74778/78294/19989/66489/20102/234549/208366/100503670/67115/16418/73674/75416/217109/231452/20115/225348/20055/74112/20103/217869/104662/76130/17975/72515/99375/68077/20104/69237/108707/56200/106298/19211/433864/13205
GO:0006364,rRNA processing,212,-0.484303815989529,-2.434440270341247,1e-10,3.879333333333334e-8,3.367017543859649e-8,3360,"tags=49%, list=24%, signal=37%",27966/67832/65961/30946/12578/70285/66580/66583/109075/66138/67674/66942/54127/67842/78651/192170/68083/68979/67973/227715/223499/67459/69902/101867/14113/20826/66711/100043813/69072/18572/217431/18813/20088/57315/228889/103136/20068/66481/12181/19942/18114/70683/234374/245474/72344/67936/235036/105244208/17089/192119/110109/68731/107071/67920/14791/21771/66229/67025/67223/77591/18148/19941/68845/71990/57808/117109/56095/20116/320790/217995/20054/57294/53414/75617/74035/18519/27176/20044/52705/59050/100609/74778/19989/66489/208366/100503670/67115/16418/73674/75416/217109/20115/225348/20055/104662/76130/17975/72515/68077/20104/69237/108707/56200
GO:0019395,fatty acid oxidation,114,0.5821359367882575,2.4244662374563557,1e-10,3.879333333333334e-8,3.367017543859649e-8,630,"tags=31%, list=5%, signal=30%",235674/12908/74114/15488/66841/338350/11430/110446/67460/11364/19016/13177/231086/51798/71985/74147/26874/15107/113868/11363/93732/66887/75387/23886/23986/97212/26458/12895/229211/14261/11409/12896/12894/102632/27273
GO:0034440,lipid oxidation,116,0.5771681565377162,2.4105078821564407,1e-10,3.879333333333334e-8,3.367017543859649e-8,630,"tags=30%, list=5%, signal=29%",235674/12908/74114/15488/66841/338350/11430/110446/67460/11364/19016/13177/231086/51798/71985/74147/26874/15107/113868/11363/93732/66887/75387/23886/23986/97212/26458/12895/229211/14261/11409/12896/12894/102632/27273
GO:0072329,monocarboxylic acid catabolic process,132,0.5615586268070821,2.395642844815876,1e-10,3.879333333333334e-8,3.367017543859649e-8,2614,"tags=49%, list=19%, signal=40%",235674/12908/74114/15488/66841/338350/11430/110446/54608/67460/11364/268782/13177/26378/231086/51798/15211/71985/74147/26874/15107/113868/11363/93732/66887/23986/97212/26458/15212/170789/12895/229211/11409/12896/12894/16890/102632/58810/16828/56185/20280/19300/106861/384783/15108/11881/227627/110842/11992/52815/64899/66948/20501/72129/270076/11370/71767/80911/80879/14080/104158/109254/66968/52430/76574
GO:0022613,ribonucleoprotein complex biogenesis,429,-0.4313592925936777,-2.321166830476674,1e-10,3.879333333333334e-8,3.367017543859649e-8,4438,"tags=55%, list=32%, signal=39%",52530/73830/26908/50529/13871/208768/70465/59014/75422/101592/382038/214150/245000/68011/214572/18150/19428/213773/71952/52521/50912/69713/12812/72171/60321/67941/217038/68147/67465/81898/269254/239528/72886/67332/433702/66181/102462/27374/276919/227656/57750/72198/20643/195434/230737/67755/229504/216987/100019/66596/110809/218629/72047/27966/67832/65961/20174/53890/227674/30946/12578/67959/98985/70285/66580/67671/66583/109075/66138/72459/75062/67674/55944/66164/66942/236732/54127/67842/78651/192170/68083/68979/67973/212880/320632/227715/223499/16341/67459/69902/98221/101867/14113/20826/66711/353258/100043813/20042/68184/69072/20595/18572/217431/55989/18813/20088/20638/223691/57315/228889/229317/103136/267019/20068/66481/56347/97112/26905/224092/12181/19942/18114/68879/70683/72193/234374/72831/14105/54709/76846/20935/68052/19069/245474/99480/72344/66538/27979/192159/67936/235036/105244208/17089/192119/101612/110109/20901/68731/107071/68135/236511/67920/14791/21771/66229/67025/67223/18432/53356/77591/18148/108143/27207/19941/100608/68845/71990/57808/117109/20815/56095/20116/66475/320790/217995/20054/68193/57294/67204/53414/75617/74035/13211/18519/27176/16785/20044/14109/52705/53975/225215/67134/11837/59050/100609/20091/74778/23992/69731/78294/19989/66489/20102/68295/234549/208366/100503670/67115/66085/16418/73674/75416/217109/231452/20115/13046/225348/20055/74112/20103/217869/104662/76130/17975/72515/99375/22121/68077/20104/69237/108707/28035/56200/106298/19211/433864/13205/101739
GO:0016072,rRNA metabolic process,246,-0.4491917987667277,-2.2935220825964153,1e-10,3.879333333333334e-8,3.367017543859649e-8,3360,"tags=46%, list=24%, signal=35%",27966/67832/65961/30946/12578/75678/70285/105083/66580/66583/109075/66138/67674/66942/54127/319955/67842/78651/192170/68083/68979/67973/227715/223499/67459/69902/101867/14113/20019/20826/66711/100043813/69072/18572/217431/18813/20088/57315/228889/103136/20068/66481/12181/19942/18114/70683/234374/245474/72344/67936/235036/105244208/17089/192119/110109/68731/20018/107071/67920/14791/21771/66229/67025/67223/77591/18148/20017/19941/68845/71990/57808/117109/21969/56095/20116/320790/217995/20054/57294/53414/75617/74035/18519/27176/20044/52705/59050/216443/100609/74778/19989/66489/208366/100503670/67115/16418/73674/75416/217109/20115/11727/225348/20055/104662/76130/17975/72515/68077/20104/69237/108707/56200/20729
GO:0016042,lipid catabolic process,283,0.4596138371762357,2.1493927070812178,1e-10,3.879333333333334e-8,3.367017543859649e-8,1827,"tags=30%, list=13%, signal=27%",14311/232370/235674/171210/12908/74114/15488/12683/66841/228859/338350/11430/110446/320024/56636/54608/67460/11364/53357/13177/26378/231086/51798/15211/71985/114664/74147/11808/101502/26874/12623/15107/113868/11363/93732/66887/19156/23986/81004/97212/26458/15212/105501/170789/12895/229211/19063/11409/12896/12894/66082/57357/16890/11886/102632/58994/15446/66857/74055/23945/18606/56185/13078/11539/110821/16889/20280/19300/106861/229285/67452/384783/15108/80885/18796/227627/20750/110842/11992/382044/16956/76192/21926/230379/64899/66948
GO:0006631,fatty acid metabolic process,406,0.4095608504848346,1.9829596869173682,1e-10,3.879333333333334e-8,3.367017543859649e-8,1693,"tags=28%, list=12%, signal=25%",13119/11671/235674/13094/171210/13117/12908/666168/100040843/74114/26897/15488/66841/26457/338350/11430/110446/54608/67460/171282/11364/14079/19016/13177/26378/231086/51798/171281/257633/72999/14081/13849/71985/233005/74147/11808/26874/20216/12623/15107/217700/14933/113868/14857/13089/11363/93732/66887/75387/23886/23986/264895/97212/66447/13097/26458/29807/18023/56348/13098/228775/170789/12895/229211/14261/11409/12896/14775/12894/16890/74559/11886/102632/27273/54486/234673/13382/15446/13086/13850/71147/23945/13085/14865/234671/20698/72054/56185/56360/13078/17918/26922/16889/18823/625249/20280/19300/18484/106861/67452/67856/70757/384783/15108/230161/13110/17850/227627/110842/11992/382044/11622/16956/22229
GO:0009062,fatty acid catabolic process,106,0.579009085245692,2.3921268323996734,1.4184646771665472e-10,4.675301162633241e-8,4.0578675985771274e-8,629,"tags=32%, list=5%, signal=31%",235674/12908/74114/15488/66841/338350/11430/110446/54608/67460/11364/13177/26378/231086/51798/71985/74147/26874/15107/113868/11363/93732/66887/23986/97212/26458/170789/12895/229211/11409/12896/12894/16890/102632
GO:0016054,organic acid catabolic process,230,0.45935999156790336,2.108902735324946,1.446217922794266e-10,4.675301162633241e-8,4.0578675985771274e-8,1827,"tags=33%, list=13%, signal=29%",235674/243382/12908/74114/15488/66841/338350/11430/110446/54608/67460/171282/11364/268782/13177/26378/76187/231086/51798/257633/15211/71985/74147/26874/15107/113868/11363/93732/66887/15356/23986/97212/434437/26458/15212/170789/72039/12895/229211/227095/56174/69219/11409/12896/12894/16890/26384/102632/70503/13382/98256/58810/108682/268860/16828/56185/12040/23923/104776/78038/78920/20280/19300/106861/14719/384783/15108/11881/227627/110842/11992/104184/52815/14204/64899/66948
GO:0046395,carboxylic acid catabolic process,230,0.45935999156790336,2.108902735324946,1.446217922794266e-10,4.675301162633241e-8,4.0578675985771274e-8,1827,"tags=33%, list=13%, signal=29%",235674/243382/12908/74114/15488/66841/338350/11430/110446/54608/67460/171282/11364/268782/13177/26378/76187/231086/51798/257633/15211/71985/74147/26874/15107/113868/11363/93732/66887/15356/23986/97212/434437/26458/15212/170789/72039/12895/229211/227095/56174/69219/11409/12896/12894/16890/26384/102632/70503/13382/98256/58810/108682/268860/16828/56185/12040/23923/104776/78038/78920/20280/19300/106861/14719/384783/15108/11881/227627/110842/11992/104184/52815/14204/64899/66948
GO:0030258,lipid modification,178,0.4673108646640427,2.0755503554385117,8.274688137339377e-9,2.455656313119207e-6,2.131355358642913e-6,1648,"tags=28%, list=12%, signal=25%",235674/12908/74114/15488/66841/338350/11430/110446/67460/11364/19016/13177/231086/51798/71985/74147/26874/15107/113868/11363/93732/66887/75387/23886/23986/97212/26458/380921/12895/229211/14261/11409/12896/12894/102632/27273/69923/13850/71910/56185/20975/20280/19300/384783/15108/227627/110842/14594/11992
GO:0044242,cellular lipid catabolic process,203,0.45414600715225784,2.0568512870139957,8.440131682829377e-9,2.455656313119207e-6,2.131355358642913e-6,1877,"tags=32%, list=14%, signal=28%",235674/12908/74114/15488/66841/338350/11430/110446/56636/54608/67460/11364/53357/13177/26378/231086/51798/15211/71985/74147/11808/26874/15107/113868/11363/93732/66887/19156/23986/97212/26458/15212/170789/12895/229211/11409/12896/12894/66082/57357/16890/11886/102632/58994/66857/23945/18606/56185/13078/20280/19300/106861/67452/384783/15108/227627/110842/11992/16956/76192/230379/64899/66948/66853
GO:0042273,ribosomal large subunit biogenesis,62,-0.566911689581868,-2.3365399855475992,7.273224388494224e-8,1.9959453390670205e-5,1.7323551228450475e-5,3478,"tags=65%, list=25%, signal=49%",100019/66596/67832/70285/67674/66164/66942/68083/67459/69902/69072/12181/72831/20935/235036/110109/107071/67920/66229/67025/67223/18148/19941/57808/56095/68193/74035/27176/225215/59050/19989/66489/234549/100503670/67115/16418/231452/76130/68077/69237
GO:0006577,amino-acid betaine metabolic process,17,0.8413800005157184,2.3154767181616425,7.546107142030324e-8,1.9959453390670205e-5,1.7323551228450475e-5,687,"tags=65%, list=5%, signal=62%",20520/12908/74114/11364/12116/329008/11363/12895/12896/12894/56752
GO:0006006,glucose metabolic process,205,-0.38896472495312723,-1.9418311265212116,1.1458273965072039e-7,2.8989433131632258e-5,2.5161006171357274e-5,1349,"tags=24%, list=10%, signal=22%",269952/67863/18519/14433/11450/19082/15251/252870/28146/15289/11652/68734/13806/14815/17842/18113/15378/14381/16000/18679/213053/18642/105651/319801/235339/67078/13194/18708/68054/231103/14711/78830/14385/68263/11651/68837/67800/231691/14718/14121/16847/103988/244416/228026/230163/100705/21786/16592/14751
GO:0019318,hexose metabolic process,237,-0.3690961219391875,-1.8821686424969264,2.1396909529727664e-7,5.187859023061887e-5,4.5027356106856725e-5,1349,"tags=23%, list=10%, signal=21%",269952/67863/18519/14595/14433/11450/19082/15251/252870/28146/15289/11652/68734/13806/14815/17842/18113/15378/14381/71665/16000/18679/213053/18642/105651/319801/235339/67078/13194/18708/68054/231103/69064/14711/78830/14385/68263/12091/11651/68837/67800/231691/14718/14121/16847/103988/16548/244416/228026/230163/100705/21786/225913/16592/14751
GO:0006413,translational initiation,114,-0.4633758750801927,-2.1389536311272144,2.2800123877538822e-7,5.306956833735936e-5,4.60610502587079e-5,3041,"tags=49%, list=22%, signal=39%",15467/55944/14151/227331/213753/207952/16589/16341/69674/98221/108067/13684/20181/68184/15129/223691/68969/229317/56347/26905/22384/54709/27979/13681/19106/68135/66912/224045/53356/208643/18148/56334/229096/67204/230809/20492/13688/69860/66085/16418/228994/11652/66235/209354/75705/105782/108954/217869/24015/72508/100037258/22121/13205/73158/216877/26987
GO:0005975,carbohydrate metabolic process,475,-0.30257172940910265,-1.6402752705532975,2.5866612607926063e-7,5.789146875596991e-5,5.024615679871629e-5,1349,"tags=19%, list=10%, signal=18%",269952/67863/18519/14595/213819/54371/14433/11450/19082/15251/252870/28146/333433/17939/67883/15289/74747/16418/15531/21428/14376/18605/11652/68734/13806/14815/17842/18113/15378/14381/108687/71665/16000/66849/18679/74637/213053/232493/20443/18642/105651/319801/235339/329828/67078/13194/110208/18708/12492/12974/68054/15483/170768/231103/18441/69064/14711/14042/78830/108079/57377/192193/216558/14385/50527/217664/68263/12091/20532/11651/68837/67800/83379/231691/14718/14121/16847/103988/16548/244416/19895/228026/230163/100705/21786/110095/225913/16592/14667/18770/14751
GO:0009437,carnitine metabolic process,12,0.8913462563190285,2.264398804622745,3.4647341059801684e-7,7.467143615814296e-5,6.48101139980228e-5,687,"tags=75%, list=5%, signal=71%",20520/12908/74114/11364/11363/12895/12896/12894/56752
GO:0044282,small molecule catabolic process,330,0.3758673611797473,1.7847100103329616,4.122677259011952e-7,8.272365162134671e-5,7.179893099360924e-5,1827,"tags=28%, list=13%, signal=25%",235674/26358/243382/12908/74114/15488/66841/338350/11430/110446/11668/54608/67460/171282/11364/268782/13177/26378/76187/231086/51798/257633/15211/71985/74147/101502/26874/15107/14933/113868/11363/93732/66887/15356/23986/97212/434437/26458/109857/15212/170789/72039/12895/229211/227095/56174/69219/11409/12896/12894/57357/16890/26384/102632/70503/13382/98256/56362/14635/58810/108682/268860/16828/56185/12040/23923/104776/72269/78038/78920/20975/20280/19300/106861/14719/384783/15108/11881/227627/74577/213350/110842/57028/11992/22059/56695/104184/52815/14204/64899/66948
GO:0009117,nucleotide metabolic process,442,-0.2994166681759062,-1.6132878852298393,4.061141391734098e-7,8.272365162134671e-5,7.179893099360924e-5,1617,"tags=18%, list=12%, signal=17%",14571/58805/26413/19139/11941/23971/16969/76654/12015/328099/68375/23918/18519/70789/57813/67130/14433/66422/56217/19082/15251/11534/333433/228368/216188/74747/16418/21428/18605/13806/107747/74023/20425/11565/54369/14381/69719/16000/74637/14679/18642/319801/67414/218756/110208/21881/17720/15483/170768/80914/69064/78830/108079/99586/12799/331623/229363/638251/107766/231903/68837/22247/18584/20135/67054/231327/11639/14121/103988/11931/16548/19895/22262/17436/230163/100705/225913/56318/18770/14751
GO:0005996,monosaccharide metabolic process,257,-0.35701539830831663,-1.8316127369038897,6.476811921763945e-7,1.25628561909148e-4,1.0903769684429267e-4,1349,"tags=23%, list=10%, signal=21%",269952/67863/18519/14595/14433/11450/19082/15251/252870/28146/67883/15289/11652/68734/13806/14815/17842/18113/15378/14381/71665/16000/18679/213053/18642/105651/319801/235339/67078/13194/110208/18708/68054/231103/69064/14711/78830/14385/50527/68263/12091/11651/68837/67800/231691/14718/14121/16847/103988/16548/244416/19895/228026/230163/100705/21786/225913/16592/14751
GO:0001676,long-chain fatty acid metabolic process,108,0.49666519236312345,2.0401987611042993,9.065428365535173e-7,1.7016686341628765e-4,1.4769414362593466e-4,1407,"tags=35%, list=10%, signal=32%",13119/13094/171210/13117/666168/100040843/26897/26457/171282/171281/14081/13849/233005/13089/11363/66447/13097/26458/13098/229211/12896/14775/12894/16890/13086/13850/23945/13085/14865/20698/72054/56360/13078/17918/18823/625249/18484/67452
GO:0072524,pyridine-containing compound metabolic process,172,-0.38676961281118527,-1.8915841200715686,1.1582732202749247e-6,2.1062474589936833e-4,1.8280904312102265e-4,1617,"tags=24%, list=12%, signal=21%",14571/58805/19139/16969/18519/70789/14433/19082/15251/333433/216188/74747/16418/21428/18605/13806/107747/18113/14381/16000/74637/18642/319801/110208/21881/15483/170768/108079/107766/68837/14121/103988/16548/19895/266645/17436/230163/100705/225913/18770/14751
GO:0032652,regulation of interleukin-1 production,98,0.5016369666801993,2.0494304546011426,1.3076238630514533e-6,2.3057767451807295e-4,2.001269312574441e-4,2746,"tags=44%, list=20%, signal=35%",12491/378425/11829/16007/12370/13653/13610/22418/83433/56644/13051/15507/20698/19261/24088/623121/236312/20312/100040462/21929/66222/15183/14727/15950/170744/216799/16956/16952/21926/14728/20302/17951/12363/230738/16859/12775/21899/100033459/19219/22177/383619/226691/56501
GO:0010906,regulation of glucose metabolic process,111,-0.4511648837900512,-2.089722507752366,1.4244652167471852e-6,2.437930322427021e-4,2.1159703126789458e-4,1299,"tags=29%, list=9%, signal=26%",18519/11450/19082/15251/252870/15289/11652/68734/14815/17842/18113/15378/16000/18679/105651/319801/67078/13194/68054/231103/14711/78830/11651/68837/67800/14121/16847/103988/244416/228026/100705/21786
GO:0022618,protein-RNA complex assembly,171,-0.3883383590792625,-1.8918032063413661,1.739629451215049e-6,2.8922582218915345e-4,2.510298378024001e-4,4424,"tags=56%, list=32%, signal=38%",73830/26908/50529/70465/59014/214150/245000/68011/214572/12812/72171/67941/67465/81898/269254/239528/72886/67332/433702/27374/276919/20643/100019/110809/218629/72047/67832/20174/53890/30946/67959/98985/67671/72459/75062/55944/54127/212880/320632/16341/67459/69902/98221/20826/68184/20595/20638/223691/56347/26905/12181/68879/72193/72831/14105/54709/245474/27979/192159/105244208/192119/110109/20901/68135/236511/67025/53356/108143/68845/20815/20054/68193/57294/67204/75617/13211/16785/20044/14109/53975/74778/23992/69731/68295/100503670/66085/16418/13046/20103/217869/22121/68077/20104/28035/101739
GO:0032612,interleukin-1 production,104,0.48422247620683895,1.9947495022451427,2.187058591158489e-6,3.535137206097569e-4,3.0682769357831665e-4,2746,"tags=43%, list=20%, signal=35%",12491/378425/11829/16007/12370/13653/13610/22418/83433/56644/13051/15507/20698/19261/24088/623121/236312/20312/100040462/21929/66222/15183/14727/15950/170744/216799/16956/16952/21926/14728/20302/17951/106869/12363/230738/16859/12775/21899/98365/100033459/19219/22177/383619/226691/56501
GO:0006109,regulation of carbohydrate metabolic process,185,-0.3823582282850073,-1.8876035018508222,2.4134133295328e-6,3.795581666094963e-4,3.2943263599141887e-4,1175,"tags=22%, list=8%, signal=21%",11450/19082/15251/252870/15289/74747/16418/21428/18605/11652/68734/14815/17842/18113/15378/16000/18679/105651/319801/67078/13194/12492/68054/15483/231103/18441/14711/78830/108079/11651/68837/67800/14121/16847/103988/16548/244416/228026/230163/100705/21786
GO:0071826,protein-RNA complex organization,180,-0.3772106629527805,-1.8474620546404048,2.7900324076450265e-6,4.2724206789701075e-4,3.7081926570307027e-4,4440,"tags=54%, list=32%, signal=37%",66361/73830/26908/50529/70465/59014/214150/245000/68011/214572/12812/72171/67941/67465/81898/269254/239528/72886/67332/433702/27374/276919/20643/100019/110809/218629/72047/67832/20174/53890/30946/67959/98985/67671/72459/75062/55944/54127/212880/320632/16341/67459/69902/98221/20826/68184/20595/20638/223691/56347/26905/12181/68879/72193/72831/16573/14105/54709/245474/27979/192159/105244208/192119/110109/20901/68135/236511/67025/53356/108143/68845/20815/20054/68193/57294/67204/75617/13211/16785/20044/14109/53975/74778/23992/69731/68295/100503670/66085/16418/13046/20103/217869/22121/68077/20104/28035/101739
GO:0051791,medium-chain fatty acid metabolic process,21,0.7618618210373069,2.2137776602620334,3.7618982232856004e-6,5.61294506699972e-4,4.871683583083484e-4,767,"tags=52%, list=6%, signal=50%",13119/13117/12908/666168/100040843/74114/54608/11364/12623/229211/71147
GO:0010608,post-transcriptional regulation of gene expression,458,-0.2910218246863731,-1.5799195061854479,3.89667867000541e-6,5.668693295190371e-4,4.920069541759463e-4,3081,"tags=34%, list=22%, signal=27%",72322/66587/228866/107508/15467/23983/13144/55944/236732/14151/234734/223870/211006/192170/227331/213753/12317/29813/207952/19290/16589/16341/69674/75841/13418/13684/52874/70640/22099/20181/65967/268420/12539/56040/94223/16549/15129/72201/18813/207214/68943/103213/229317/78697/22030/234594/112403/211948/21938/14786/227835/29806/234374/276770/214290/20226/76846/27058/53424/69305/245474/27979/14359/72416/18626/26383/192119/210106/19652/19106/70769/12785/16201/66912/236511/224045/208643/11991/26413/17184/18148/76014/19941/17257/229663/52477/12389/56334/229096/234069/11421/11792/230809/13211/20044/320720/270086/13688/100609/14433/28146/20102/18458/100503670/16418/228994/11652/56403/19766/214580/71373/20425/11727/105782/13046/13631/108954/27050/22339/78943/74112/217980/217869/66874/14694/16000/22393/14852/24015/64602/20202/17975/22608/72508/100037258/14538/225363/15469/117149/22121/56422/110954/75553/227695/13205/28114/66870/226352/230721/73158/11651/13629/26987/212943
GO:0035634,response to stilbenoid,23,0.7358169016284279,2.193867264121989,4.2066401767819534e-6,5.970351021632728e-4,5.18188949119379e-4,1153,"tags=48%, list=8%, signal=44%",12491/13094/12683/14858/11808/14857/20209/17068/13086/20210/24110
GO:0000470,maturation of LSU-rRNA,27,-0.6888677293915143,-2.309113013810207,4.889072469898606e-6,6.77369350055714e-4,5.879140278339225e-4,3205,"tags=74%, list=23%, signal=57%",70285/67674/66942/68083/12181/235036/110109/67920/66229/67223/18148/56095/74035/27176/59050/19989/66489/16418/76130/69237
GO:0019362,pyridine nucleotide metabolic process,163,-0.38694485898901837,-1.8733688730355764,7.1590168524911225e-6,9.46779978741951e-4,8.217455229246987e-4,1617,"tags=24%, list=12%, signal=21%",14571/58805/19139/16969/18519/70789/14433/19082/15251/333433/216188/74747/16418/21428/18605/13806/107747/14381/16000/74637/18642/319801/110208/21881/15483/170768/108079/107766/68837/14121/103988/16548/19895/17436/230163/100705/225913/18770/14751
GO:0046496,nicotinamide nucleotide metabolic process,163,-0.38694485898901837,-1.8733688730355764,7.1590168524911225e-6,9.46779978741951e-4,8.217455229246987e-4,1617,"tags=24%, list=12%, signal=21%",14571/58805/19139/16969/18519/70789/14433/19082/15251/333433/216188/74747/16418/21428/18605/13806/107747/14381/16000/74637/18642/319801/110208/21881/15483/170768/108079/107766/68837/14121/103988/16548/19895/17436/230163/100705/225913/18770/14751
GO:0016051,carbohydrate biosynthetic process,182,-0.36748716788812047,-1.8062842516877673,8.327741528779928e-6,0.0010768695101326755,9.346550609376865e-4,1345,"tags=24%, list=10%, signal=22%",67863/18519/14595/14433/11450/19082/15251/252870/15531/18605/11652/68734/13806/14815/17842/18113/15378/14381/16000/213053/232493/20443/105651/67078/13194/110208/68054/18441/14711/14042/216558/14385/217664/11651/67800/231691/14718/14121/16847/103988/244416/230163/14751
GO:0006096,glycolytic process,92,-0.44042110603838736,-1.9529447849931887,8.513107628159184e-6,0.0010769081149621367,9.346885675036101e-4,1299,"tags=26%, list=9%, signal=24%",58805/16969/18519/14433/19082/15251/74747/16418/21428/18605/13806/16000/18642/319801/170768/108079/68837/14121/103988/16548/230163/225913/18770/14751
GO:0000038,very long-chain fatty acid metabolic process,29,0.6840103200765705,2.1862996292458905,1.0309720281886477e-5,0.001186763030783709,0.0010300357308092793,613,"tags=41%, list=4%, signal=40%",235674/171210/15488/11430/171282/171281/14081/26874/113868/93732/26458/74559
GO:0046031,ADP metabolic process,101,-0.4327305694316805,-1.9546868990832003,9.89946020573226e-6,0.001186763030783709,0.0010300357308092793,1616,"tags=26%, list=12%, signal=23%",58805/16969/12015/18519/14433/19082/15251/74747/16418/21428/18605/13806/16000/18642/319801/170768/108079/68837/11639/14121/103988/16548/230163/225913/18770/14751
GO:0009185,ribonucleoside diphosphate metabolic process,118,-0.4106036401995322,-1.90993424521506,1.0277968978304375e-5,0.001186763030783709,0.0010300357308092793,1616,"tags=25%, list=12%, signal=23%",58805/16969/12015/18519/14433/56217/19082/15251/74747/16418/21428/18605/13806/69719/16000/18642/319801/170768/108079/68837/22247/20135/11639/14121/103988/16548/230163/225913/18770/14751
GO:0071219,cellular response to molecule of bacterial origin,198,0.3918631011338478,1.7679103724950134,1.0401257014945724e-5,0.001186763030783709,0.0010300357308092793,2334,"tags=33%, list=17%, signal=28%",12491/19368/231086/15360/18828/20296/15945/18787/56792/110794/18671/19204/22418/100702/13844/83433/626578/55932/13051/100689/98256/238871/217304/57783/107765/21897/12334/19261/24088/14469/16365/319236/20312/216161/56722/235527/21929/20310/22352/14825/18036/22038/216799/11622/76681/73914/21926/17079/12514/20779/230594/17329/14728/12475/12010/12523/60533/26362/80859/22169/56744/108960/17087/20128/230738
